id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs
1130,473,303,"foreman, michael j.","foreman, michael j.",male,1957,u.s.,military,nasa- 17,1998,2,2,msp,2009,sts-129,sts-129,sts-129,sts-129,259,637,2,12.75,32.31
1131,474,304,"reisman, garrett e.","reisman, garrett e.",male,1968,u.s.,civilian,nasa-17,1998,1,2,flight engineer,2008,16,sts-123,iss,sts-124,2289,2473,1,7,21.2
1132,474,304,"reisman, garrett e.","reisman, garrett e.",male,1968,u.s.,civilian,nasa-17,1998,2,2,msp,2010,sts-132,sts-132,sts-132,sts-132,282,2473,2,14.18,21.2
1133,475,101,"volkov, sergei",сергей александрович волков,male,1973,u.s.s.r/russia,military,tspk-12,1997,1,3,commander,2008,17,soyuz tma­12,iss,soyuz tma­12,4768,12786.32,2,12.2,23.28
1134,475,101,"volkov, sergei",сергей александрович волков,male,1973,u.s.s.r/russia,military,tspk-12,1997,2,3,commander,2011,28,soyuz tma­02m,iss,soyuz tma­02m,4014,12786.32,1,6.367,23.28
1135,475,101,"volkov, sergei",сергей александрович волков,male,1973,u.s.s.r/russia,military,tspk-12,1997,3,3,commander,2015,45,soyuz tma­18m,iss,soyuz tma­18m,4003,12786.32,1,4.72,23.28
1136,476,102,"kononenko, oleg d.",олег дмитриевич кононенко,male,1964,u.s.s.r/russia,military,mks,1996,1,4,flight engineer,2008,17,soyuz tma­12,iss,soyuz tma­12,3168,16081,2,12.2,32.2
1137,476,102,"kononenko, oleg d.",олег дмитриевич кононенко,male,1964,u.s.s.r/russia,military,mks,1996,2,4,commander,2011,30,soyuz tma­03m,iss,soyuz tma­03m,4626,16081,1,6.25,32.2
1138,476,102,"kononenko, oleg d.",олег дмитриевич кононенко,male,1964,u.s.s.r/russia,military,mks,1996,3,4,commander,2015,44,soyuz tma­17m,iss,soyuz tma­17m,3400,16081,0,0,32.2
1139,476,102,"kononenko, oleg d.",олег дмитриевич кононенко,male,1964,u.s.s.r/russia,military,mks,1996,4,4,commander,2018,57,soyuz ms-11,iss,soyuz ms-11,4887,16081,2,13.75,32.2
1140,477,1,"yi, soyeon (lee so-hyun)",이소연,female,1978,korea,civilian,south korea,2006,1,1,space tourist,2008,soyuz tma-12 / soyuz tma-11,soyuz tma-12,soyuz tma-12,soyuz tma-11,261,261,0,0,0
1141,478,305,"ham, kenneth t.","ham, kenneth t.",male,1964,u.s.,military,nasa astronaut group 17,1998,1,2,pilot,2008,sts-124,sts-124,sts-124,sts-124,330,612,0,0,0
1142,478,305,"ham, kenneth t.","ham, kenneth t.",male,1964,u.s.,military,nasa astronaut group 18,1998,2,2,commander,2010,sts-132,sts-132,sts-132,sts-132,282,612,0,0,0
1143,479,306,"nyberg, karen l.","nyberg, karen l.",female,1969,u.s.,civilian,nasa- 18,2000,1,2,msp,2008,sts-124,sts-124,sts-124,sts-124,330,4320,0,0,0
1144,479,306,"nyberg, karen l.","nyberg, karen l.",female,1969,u.s.,civilian,nasa- 18,2000,2,2,flight engineer,2013,36,soyuz tma-09m,iss,soyuz tma-09m,3990,4320,0,0,0
1145,480,307,"garan, ronald j., jr.","garan, ronald j., jr.",male,1961,u.s.,military,nasa astronaut group 18,2000,1,2,msp,2008,sts-124,sts-124,sts-124,sts-124,330,4272,3,20.5,27
1146,480,307,"garan, ronald j., jr.","garan, ronald j., jr.",male,1961,u.s.,military,nasa astronaut group 18,2000,2,2,msp,2008,27,soyuz tma-21,iss,soyuz tma-21,3942,4272,1,6.5,27
1147,481,7,"hoshide, akihiko",星出彰彦,male,1968,japan,civilian,nasda-4,1999,1,2,msp,2008,sts-124,sts-124,sts-124,sts-124,306.25,3377.5,0,0,21.38
1148,481,7,"hoshide, akihiko",星出彰彦,male,1968,japan,civilian,nasda-4,1999,2,2,flight engineer,2012,32,soyuz tma-05m,iss,soyuz tma-05m,3047.25,3377.5,3,21.38,21.38
1149,482,308,"chamitoff, gregory","chamitoff, gregory",male,1962,u.s.,civilian,nasa-17,1998,1,2,flight engineer,2008,17,sts-124,iss,sts-126,4392.5,4770,0,0,13.72
1150,482,308,"chamitoff, gregory","chamitoff, gregory",male,1962,u.s.,civilian,nasa-17,1998,2,2,msp,2011,sts-134,sts-134,sts-134,sts-134,377.5,4770,2,13.72,13.72
1151,483,4,"zhai, zhigang",翟志刚,male,1966,china,military,china-1,2008,1,1,commander,2008,shenzhou 7,shenzhou 7,shenzhou 7,shenzhou 7,68,68,1,0.23,0.23
1152,484,5,"liu, boming",刘伯明,male,1966,china,military,china-1,2008,1,1,flight engineer,2008,shenzhou 7,shenzhou 7,shenzhou 7,shenzhou 7,68,68,1,0.03,0.03
1153,485,6,"jing, haipeng",景海鹏,male,1966,china,military,china-1,2008,1,3,flight engineer,2008,shenzhou 7,shenzhou 7,shenzhou 7,shenzhou 7,68,1146,0,0,0
1154,485,6,"jing, haipeng",景海鹏,male,1966,china,military,china-1,2008,2,3,commander,2012,shenzhou 9,shenzhou 9,shenzhou 9,shenzhou 9,303.5,1146,0,0,0
1155,485,6,"jing, haipeng",景海鹏,male,1966,china,military,china-1,2008,3,3,commander,2016,shenzhou 11,shenzhou 11,shenzhou 11,shenzhou 11,774.5,1146,0,0,0
1156,486,309,"garriott, richard allen","garriott, richard allen",male,1961,u.k./u.s.,civilian,n/a,2007,1,1,space tourist,2008,soyuz tma-13,soyuz tma-13,soyuz tma-13,soyuz tma-12,284.89,284.89,0,0,0
1157,487,310,"boe, eric a.","boe, eric a.",male,1964,u.s.,military,nasa- 18,2000,1,2,pilot,2008,sts-126,sts-126,sts-126,sts-126,380,687,0,0,0
1158,487,310,"boe, eric a.","boe, eric a.",male,1964,u.s.,military,nasa- 18,2000,2,2,pilot,2011,sts-133,sts-133,sts-133,sts-133,307,687,0,0,0
1159,488,311,"bowen, stephen g.","bowen, stephen g.",male,1964,u.s.,military,nasa- 18,2000,1,3,msp,2008,sts-126,sts-126,sts-126,sts-126,380,970,3,19.85,47.3
1160,488,311,"bowen, stephen g.","bowen, stephen g.",male,1964,u.s.,military,nasa- 18,2000,2,3,msp,2010,sts-132,sts-132,sts-132,sts-132,283,970,2,14.57,47.3
1161,488,311,"bowen, stephen g.","bowen, stephen g.",male,1964,u.s.,military,nasa- 18,2000,3,3,msp,2011,sts-133,sts-133,sts-133,sts-133,307,970,2,12.8,47.3
1162,489,312,"kimbrough, robert s.","kimbrough, robert s.",male,1967,u.s.,military,nasa- 19,2004,1,2,msp,2008,sts-126,sts-126,sts-126,sts-126,380,10763.25,0,0,26
1163,489,312,"kimbrough, robert s.","kimbrough, robert s.",male,1967,u.s.,military,nasa- 19,2004,2,2,flight engineer,2016,49,soyuz ms-02,iss,soyuz ms-02,10383.25,10763.25,4,26,26
1164,490,313,"antonelli, dominic a.","antonelli, dominic a.",male,1967,u.s.,military,nasa- 18,2000,1,2,pilot,2009,sts-119,sts-119,sts-119,sts-119,287.5,579,0,0,0
1165,490,313,"antonelli, dominic a.","antonelli, dominic a.",male,1967,u.s.,military,nasa- 18,2000,2,2,pilot,2010,sts-132,sts-132,sts-132,sts-132,281.5,579,0,0,0
1166,491,314,"acaba, joseph m.","acaba, joseph m.",male,1967,u.s.,civilian,nasa- 19,2004,1,3,msp,2009,sts-119,sts-119,sts-119,sts-119,307,7272.23,2,12.95,19.93
1167,491,314,"acaba, joseph m.","acaba, joseph m.",male,1967,u.s.,civilian,nasa- 19,2004,2,3,flight engineer,2012,31,soyuz tma-04m,iss,soyuz tma-04m,2928,7272.23,0,0,19.93
1168,491,314,"acaba, joseph m.","acaba, joseph m.",male,1967,u.s.,civilian,nasa- 19,2004,3,3,flight engineer,2017,53,soyuz ms-06,iss,soyuz ms-06,4037.23,7272.23,1,6.98,19.93
1169,492,315,"arnold, richard r., ii","arnold, richard r., ii",male,1963,u.s.,civilian,nasa- 19,2004,1,2,msp,2009,sts-119,sts-119,sts-119,sts-119,307,307,2,12.57,32.07
1170,492,315,"arnold, richard r., ii","arnold, richard r., ii",male,1963,u.s.,civilian,nasa- 19,2004,2,2,flight engineer,2018,55,soyuz ms-08,iss,soyuz ms-08,4722,307,3,19.5,32.07
1171,493,316,"barratt, michael r.","barratt, michael r.",male,1959,u.s.,civilian,nasa- 18,2000,1,2,flight engineer,2009,19,soyuz tma-14,iss,soyuz tma-14,4778,5085,1,5.1,5.1
1172,493,316,"barratt, michael r.","barratt, michael r.",male,1959,u.s.,civilian,nasa- 18,2000,2,2,msp,2011,sts-133,sts-133,sts-133,sts-133,307,5085,0,0,5.1
1173,494,317,"johnson, gregory c.","johnson, gregory c.",male,1954,u.s.,civilian,nasa- 17,1998,1,1,pilot,2009,sts-125,sts-125,sts-125,sts-125,309.63,309.63,0,0,0
1174,495,318,"good, michael t.","good, michael t.",male,1962,u.s.,military,nasa astronaut group 18,2000,1,2,msp,2009,sts-125,sts-125,sts-125,sts-125,309,591.15,2,16.08,30
1175,495,318,"good, michael t.","good, michael t.",male,1962,u.s.,military,nasa astronaut group 19,2000,2,2,msp,2010,sts-132,sts-132,sts-132,sts-132,282.15,591.15,2,13.92,30
1176,496,319,"mcarthur, k. megan","mcarthur, k. megan",female,1971,u.s.,civilian,nasa- 18,2000,1,1,msp,2009,sts-125,sts-125,sts-125,sts-125,309,309,0,0,0
1177,497,320,"feustel, andrew j.","feustel, andrew j.",male,1965,u.s.,civilian,nasa- 18,2000,1,3,msp,2009,sts-125,sts-125,sts-125,sts-125,309,687,3,21,61.8
1178,497,320,"feustel, andrew j.","feustel, andrew j.",male,1965,u.s.,civilian,nasa- 18,2000,2,3,msp,2011,sts-134,sts-134,sts-134,sts-134,378,687,3,21.3,61.8
1179,497,320,"feustel, andrew j.","feustel, andrew j.",male,1965,u.s.,civilian,nasa- 18,2000,3,3,flight engineer,2018,55,soyuz ms-08,iss,soyuz ms-08,4722,687,3,19.5,61.8
1180,498,103,"romanenko, roman",роман юрьевич романенко,male,1971,u.s.s.r/russia,military,tspk-12,1997,1,2,flight engineer,2009,20,soyuz tma­15,iss,soyuz tma­15,4508,8003.02,0,0,6.62
1181,498,103,"romanenko, roman",роман юрьевич романенко,male,1971,u.s.s.r/russia,military,tspk-12,1997,2,2,flight engineer,2012,34,soyuz tma­07m,iss,soyuz tma­07m,3494,8003.02,1,6.62,6.62
1182,499,321,"hurley, douglas g.","hurley, douglas g.",male,1966,u.s.,military,nasa- 18,2000,1,2,pilot,2009,sts-127,sts-127,sts-127,sts-127,377,683,0,0,0
1183,499,321,"hurley, douglas g.","hurley, douglas g.",male,1966,u.s.,military,nasa- 19,2000,2,2,pilot,2011,sts-135,sts-135,sts-135,sts-135,306,683,0,0,0
1184,500,322,"cassidy, christopher j.","cassidy, christopher j.",male,1970,u.s.,military,nasa- 19,2004,1,2,msp,2009,sts-127,sts-127,sts-127,sts-127,377,4744,3,18.08,31.23
1185,500,322,"cassidy, christopher j.","cassidy, christopher j.",male,1970,u.s.,military,nasa- 19,2004,2,2,flight engineer,2013,35,soyuz tma-08m,iss,soyuz tma-08m,3990,4744,3,13.5,31.23
1186,501,323,"marshburn, thomas h.","marshburn, thomas h.",male,1960,u.s.,military,nasa- 19,2004,1,2,msp,2009,sts-127,sts-127,sts-127,sts-127,376,3870,3,18.98,24.5
1187,501,323,"marshburn, thomas h.","marshburn, thomas h.",male,1960,u.s.,military,nasa- 19,2004,2,2,flight engineer,2013,34,soyuz tma-07m,iss,soyuz tma-07m,3494,3870,1,5.5,24.5
1188,502,324,"kopra, timothy l.","kopra, timothy l.",male,1963,u.s.,military,nasa- 18,2000,1,2,msp,2009,20,sts-127,iss,sts-128,1317,3315,1,5.53,13.51
1189,502,324,"kopra, timothy l.","kopra, timothy l.",male,1963,u.s.,military,nasa- 18,2000,2,2,flight engineer,2015,46,soyuz tma-19m,iss,soyuz tma-19m,1920,3315,2,7.98,13.51
1190,503,324,"ford, kevin a.","ford, kevin a.",male,1960,u.s.,military,nasa- 18,2000,1,2,pilot,2009,sts-128,sts-128,sts-128,sts-128,333,3781,0,0,0
1191,503,324,"ford, kevin a.","ford, kevin a.",male,1960,u.s.,military,nasa- 18,2000,2,2,commander,2012,33,soyuz tma-06m,iss,soyuz tma-06m,3448,3781,0,0,0
1192,504,326,"hernandez, jose m.","hernandez, jose m.",male,1962,u.s.,civilian,nasa- 19,2004,1,1,msp,2009,sts-128,sts-128,sts-128,sts-128,332,332,0,0,0
1193,505,327,"stott, nicole p.","stott, nicole p.",female,1962,u.s.,civilian,2000 nasa group,2000,1,2,flight engineer,2009,20,sts-128,iss,sts-129,1440,1747,1,6.58,6.58
1194,505,327,"stott, nicole p.","stott, nicole p.",female,1962,u.s.,civilian,2000 nasa group,2000,2,2,msp,2011,sts-133,sts-133,sts-133,sts-133,307,1747,0,0,6.58
1195,506,104,"surayev, maksim",максим викторович сураев,male,1972,u.s.s.r/russia,military,tspk-12,1997,1,2,commander,2014,40,soyuz tma­13m,iss,soyuz tma­13m,3968,8028.18,1,3.68,9.42
1196,506,104,"surayev, maksim",максим викторович сураев,male,1972,u.s.s.r/russia,military,tspk-12,1997,2,2,commander,2009,21,soyuz tma­16,iss,soyuz tma­16,4060,8028.18,1,5.73,9.42
1197,507,9,guy laliberte,guy laliberte,male,1959,canada,civilian,space tourist,2009,1,1,space tourist,2009,soyuz tma-16/14,soyuz tma-16,soyuz tma-16,soyuz tma-14,261.28,261.28,0,0,0
1198,508,328,"wilmore, barry e.","wilmore, barry e.",male,1962,u.s.,military,2000 nasa group,2000,1,2,pilot,2009,sts-129,sts-129,sts-129,sts-129,259,4272,0,0,25.67
1199,508,328,"wilmore, barry e.","wilmore, barry e.",male,1962,u.s.,military,2000 nasa group,2000,2,2,flight engineer,2014,41,soyuz tma-14m,iss,soyuz tma-14m,4013,4272,4,25.67,25.67
1200,509,329,"bresnik, randolph j.","bresnik, randolph j.",male,1967,u.s.,military,nasa- 19,2004,1,2,msp,2009,sts-129,sts-129,sts-129,sts-129,259,3587.93,2,11.83,31.33
1201,509,329,"bresnik, randolph j.","bresnik, randolph j.",male,1967,u.s.,military,nasa- 19,2004,2,2,flight engineer,2017,52,soyuz ms-05,iss,soyuz ms-05,3328.93,3587.93,3,19.5,31.33
1202,510,330,"satcher, robert l.","satcher, robert l.",male,1965,u.s.,civilian,2004 nasa group 19,2004,1,1,msp,2009,sts-129,sts-129,sts-129,sts-129,259,259,2,12.32,12.32
1203,511,331,"creamer, timothy j.","creamer, timothy j.",male,1959,u.s.,military,nasa- 17,1998,1,1,flight engineer,2009,22,soyuz tma-17,iss,soyuz tma-17,3912,3912,0,0,0
1204,512,332,"virts, terry w., jr.","virts, terry w., jr.",male,1967,u.s.,military,2000 nasa group,2000,1,2,pilot,2010,sts-130,sts-130,sts-130,sts-130,330.1,5113.62,0,0,19.1
1205,512,332,"virts, terry w., jr.","virts, terry w., jr.",male,1967,u.s.,military,2001 nasa group,2000,2,2,flight engineer,2014,42,soyuz tma-15m,iss,soyuz tma-15m,4783.5,5113.62,3,19.1,19.1
1206,513,105,"skvortsov, aleksandr jr.",александр александрович скворцов,male,1966,u.s.s.r/russia,military,tspk-12,1997,1,3,commander,2010,23,soyuz tma­18,iss,soyuz tma­18,4225,12588.98,0,0,12.67
1207,513,105,"skvortsov, aleksandr jr.",александр александрович скворцов,male,1966,u.s.s.r/russia,military,tspk-12,1997,2,3,commander,2014,39,soyuz tma­12m,iss,soyuz tma­12m,4061,12588.98,2,12.67,12.67
1208,513,105,"skvortsov, aleksandr jr.",александр александрович скворцов,male,1966,u.s.s.r/russia,military,tspk-12,1997,3,3,commander,2019,60,soyuz ms-13,iss,not completed yet,4302.98,12588.98,0,0,12.67
1209,514,106,"korniyenko, mikhail",михаил борисович корниенко,male,1960,u.s.s.r/russia,civilian,rkke-14,1998,1,2,flight engineer,2010,23,soyuz tma­18,iss,soyuz tma­18,4225,12005.43,1,6.72,12.28
1210,514,106,"korniyenko, mikhail",михаил борисович корниенко,male,1960,u.s.s.r/russia,civilian,rkke-14,1998,2,2,flight engineer,2015,43,soyuz tma­16m,iss,soyuz tma­18m,7798,12005.43,1,5.57,12.28
1211,515,333,"dutton, james p.","dutton, james p.",male,1968,u.s.,military,nasa- 19,2004,1,1,pilot,2010,sts-131,sts-131,sts-131,sts-131,362,362,0,0,0
1212,516,334,"metcalf-lindenburger, dorothy m.","metcalf-lindenburger, dorothy m.",female,1975,u.s.,civilian,nasa- 19,2004,1,1,msp,2010,sts-131,sts-131,sts-131,sts-131,362,362,0,0,0
1213,517,8,"yamazaki, naoko",山崎直子,female,1970,japan,civilian,nasda-4,1999,1,1,msp,2010,sts-131,sts-131,sts-131,sts-131,362.8,362.8,0,0,0
1214,518,335,"walker, shannon","walker, shannon",female,1965,u.s.,civilian,2004 nasa group,2004,1,1,flight engineer,2010,24,soyuz tma-19,iss,soyuz tma-19,3919.18,3919.18,0,0,0
1215,519,107,"skripochka, oleg",олег иванович скрипочка,male,1969,u.s.s.r/russia,civilian,rkke-14,1997,1,3,flight engineer,2010,25,soyuz tma­01m,iss,soyuz tma­01m,3824,10653.3,3,16.65,16.65
1216,519,107,"skripochka, oleg",олег иванович скрипочка,male,1969,u.s.s.r/russia,civilian,rkke-14,1997,2,3,flight engineer,2016,47,soyuz tma­20m,iss,soyuz tma­20m,4131.77,10653.3,0,0,16.65
1217,519,107,"skripochka, oleg",олег иванович скрипочка,male,1969,u.s.s.r/russia,civilian,rkke-14,1997,3,3,commander,2019,61,soyuz ms-15,iss,not completed yet,2697.53,10653.3,0,0,16.65
1218,520,108,"kondratyev, dmitri",дмитрий юрьевич кондратьев,male,1969,u.s.s.r/russia,military,tspk-12,1997,1,1,commander,2010,26,soyuz tma­20,iss,soyuz tma­20,3823,3823.28,2,10.2,10.2
1219,521,109,"samokutyayev, aleksandr",александр михайлович самокутяев,male,1970,u.s.s.r/russia,military,tspk-13,2003,1,2,commander,2011,27,soyuz tma­21,iss,soyuz tma­21,3941,7955.38,1,6.37,10.05
1220,521,109,"samokutyayev, aleksandr",александр михайлович самокутяев,male,1970,u.s.s.r/russia,military,tspk-13,2003,2,2,commander,2014,41,soyuz tma­14m,iss,soyuz tma­14m,4013,7955.38,1,3.63,10.05
1221,522,110,"borisenko, andrei",андрей иванович борисенко,male,1964,u.s.s.r/russia,military,rkke-15,2003,1,2,flight engineer,2011,27,soyuz tma­21,iss,soyuz tma­21,3941,14324.25,0,0,0
1222,522,110,"borisenko, andrei",андрей иванович борисенко,male,1964,u.s.s.r/russia,military,rkke-15,2003,2,2,flight engineer,2016,49,soyuz ms-02,iss,soyuz ms-02,10383.25,14324.25,0,0,0
1223,523,9,"furukawa, satoshi",古川聡,male,1964,japan,civilian,nasda-4,1999,1,1,flight engineer,2011,28,soyuz tma-02m,iss,soyuz tma-02m,4014,4014,0,0,0
1224,524,111,"shkaplerov, anton",антон николаевич шкаплеров,male,1972,u.s.s.r/russia,military,tspk-13,2003,1,3,commander,2011,29,soyuz tma­22,iss,soyuz tma­22,3967,12796,1,6.25,14.47
1225,524,111,"shkaplerov, anton",антон николаевич шкаплеров,male,1972,u.s.s.r/russia,military,tspk-13,2003,2,3,commander,2014,42,soyuz tma­15m,iss,soyuz tma­15m,4792,12796,0,0,14.47
1226,524,111,"shkaplerov, anton",антон николаевич шкаплеров,male,1972,u.s.s.r/russia,military,tspk-13,2003,3,3,commander,2017,54,soyuz ms-07,iss,soyuz ms-07,4037,12796,1,8.22,14.47
1227,525,112,"ivanishin, anatoli",анатолий алексеевич иванишин,male,1969,u.s.s.r/russia,military,tspk-13,2003,1,2,commander,2011,29,soyuz tma­22,iss,soyuz tma­22,3967,6729,0,0,0
1228,525,112,"ivanishin, anatoli",анатолий алексеевич иванишин,male,1969,u.s.s.r/russia,military,tspk-13,2003,2,2,flight engineer,2016,48,soyuz ms-01,iss,soyuz ms-01,2762,6729,0,0,0
1229,526,113,"revin, sergei",сергей николаевич ревин,male,1966,u.s.s.r/russia,civilian,rkke-12,1996,1,1,flight engineer,2012,31,soyuz tma­04m,iss,soyuz tma­04m,2999,2999.87,0,0,0
1230,527,7,"liu, wang",刘旺,male,1969,china,military,china-1,2012,1,1,flight engineer,2012,shenzhou 9,shenzhou 9,shenzhou 9,shenzhou 9,303.5,312,0,0,0
1231,528,8,"liu, yang",刘洋,female,1978,china,military,china-2,2012,1,1,flight engineer,2012,shenzhou 9,shenzhou 9,shenzhou 9,shenzhou 9,303.5,312,0,0,0
1232,529,114,"novitski, oleg",олег викторович новицкий,male,1971,u.s.s.r/russia,military,tspk-14,2006,1,2,commander,2012,33,soyuz tma­06m,iss,soyuz tma­06m,3448,8169.83,0,0,0
1233,529,114,"novitski, oleg",олег викторович новицкий,male,1971,u.s.s.r/russia,military,tspk-14,2006,2,2,commander,2016,50,soyuz ms-03,iss,soyuz ms-03,4721.83,8169.83,0,0,0
1234,530,115,"tarelkin, yevgeni",евгений игоревич тарелкин,male,1974,u.s.s.r/russia,military,tspk-13,2003,1,1,flight engineer,2012,33,soyuz tma­06m,iss,soyuz tma­06m,3448,3448.25,0,0,0
1235,531,116,"misurkin, aleksandr",александр александрович мисуркин,male,1977,u.s.s.r/russia,military,tspk-14,2006,1,2,flight engineer,2013,35,soyuz tma-08m,iss,soyuz tma-08m,3990.25,8027.5,3,20.03,28.25
1236,531,116,"misurkin, aleksandr",александр александрович мисуркин,male,1977,u.s.s.r/russia,military,tspk-14,2006,2,2,commander,2017,53,soyuz ms-06,iss,soyuz tma-08m,4037.25,8027.5,1,8.22,28.25
1237,532,6,"parmitano, luca","parmitano, luca",male,1976,italy,military,2009 esa group,2009,1,2,flight engineer,2013,36,soyuz tma-09m,iss,soyuz tma-09m,3990.28,8293.31,2,7.65,26.88
1238,532,6,"parmitano, luca","parmitano, luca",male,1976,italy,military,2009 esa group,2009,2,2,flight engineer,2019,Unknown,soyuz ms-13,iss,not completed yet,4303.03,8293.31,3,19.23,26.88
1239,533,9,"zhang, xiaoguang",张晓光,male,1968,china,military,china-1,2013,1,1,flight engineer,2013,shenzhou 10,shenzhou 10,shenzhou 10,shenzhou 10,350,350,0,0,0
1240,534,10,"wang, yapi",王亚平,male,1980,china,military,china-2,2013,1,1,flight engineer,2013,shenzhou 10,shenzhou 10,shenzhou 10,shenzhou 10,350,350,0,0,0
1241,535,117,"ryazanski, sergei",сергей николаевич рязанский,male,1974,u.s.s.r/russia,civilian,imbp-6,2003,1,2,flight engineer,2013,37,soyuz tma­10m,iss,soyuz tma­10m,3990,7318.93,3,19.92,26.92
1242,535,117,"ryazanski, sergei",сергей николаевич рязанский,male,1974,u.s.s.r/russia,civilian,imbp-6,2003,2,2,commander,2017,52,soyuz ms-05,iss,soyuz ms-05,3328.93,7318.93,1,7,26.92
1243,536,336,"hopkins, michael scott","hopkins, michael scott",male,1968,u.s.,military,2009 nasa group,2009,1,1,flight engineer,2013,37,soyuz tma-10m,iss,soyuz tma-10m,3990.42,3990.42,2,12.97,12.97
1244,537,118,"artemyev, oleg",олег германович артемьев,male,1970,u.s.s.r/russia,military,rkke-15,2003,1,2,flight engineer,2014,39,soyuz tm­a12m,iss,soyuz tm­a12m,4062,8784,2,12.57,20.34
1245,537,118,"artemyev, oleg",олег германович артемьев,male,1970,u.s.s.r/russia,military,rkke-15,2003,2,2,commander,2018,55,soyuz ms-08,iss,soyuz ms-08,4722,8784,1,7.77,20.34
1246,538,337,"wiseman, gregory reid","wiseman, gregory reid",male,1975,u.s.,military,2009 nasa group,2009,1,1,msp,2014,40,soyuz tma-13m,iss,soyuz tma-13m,3968.1,3968.1,2,12.78,12.78
